0,1,2
3794,"[0.34670177 0.09363618 0.1338781  0.18156652 0.02229281 0.07404205
 0.00653825 0.01969585 0.0753291  0.02331266 0.01309928 0.01592451
 0.01067439 0.01251566 0.04887276 0.06137112 0.09490725 0.01406073
 0.00748808 0.02321673 0.03563974 0.02678442 0.00793113 0.01590049
 0.09164713 0.00839955 0.042401   0.03288639 0.00972106 0.02181598
 0.0227254  0.00923107 0.01087078 0.01223264 0.01976284 0.00278124
 0.02258841 0.004903   0.003984   0.00567159 0.0195063  0.00203322
 0.00968565 0.02884859 0.01204877 0.01009277 0.02342882 0.00545756
 0.00147069 0.00422661 0.18932301 0.09029829 0.0814487  0.11653598
 0.0631207  0.09742399 0.02089215 0.01584491 0.0354914  0.11235935
 0.01885429 0.01819288 0.02430581 0.01147829 0.0367396  0.04304586
 0.04367899 0.02083619 0.01847136 0.01938865 0.07500987 0.01775256
 0.01163208 0.04368814 0.05637117 0.01582436 0.0458552  0.02059882
 0.02448234 0.04194086 0.03896203 0.01204608 0.02111688 0.01851849
 0.01635714 0.00328234 0.02659613 0.0094477  0.00514579 0.00409436
 0.01616139 0.00868032 0.01185634 0.02699401 0.01603233 0.01468587
 0.01764391 0.00773561 0.00846806 0.00357987]","[3817, 4190, 2691, 13209, 8107, 4904]"
3798,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.18661356 0.07162035 0.07832649 0.12218484
 0.06133329 0.03400052 0.00792854 0.0157831  0.03357175 0.19952624
 0.02071572 0.00961234 0.03375664 0.01502753 0.03599411 0.03461284
 0.04020509 0.02134015 0.01988906 0.01570361 0.05908591 0.01554488
 0.01596371 0.04447987 0.01655236 0.01471454 0.05550176 0.01117099
 0.04690983 0.03727954 0.04987883 0.00403265 0.01527486 0.01121077
 0.01744432 0.00259485 0.02772214 0.00956953 0.00342093 0.00411547
 0.01910668 0.00499303 0.00508141 0.0234519  0.01651503 0.00542813
 0.01993703 0.008458   0.00326587 0.00401117]",[]
3802,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.18479044 0.07371825 0.07901393 0.12076163
 0.08026514 0.08945311 0.01948399 0.01481644 0.03377617 0.19545926
 0.02120787 0.01309697 0.02737884 0.01243118 0.04349057 0.03639234
 0.04339883 0.02370873 0.02327409 0.01829494 0.06733675 0.01626381
 0.01312136 0.03643775 0.0172261  0.0163073  0.04178118 0.01725502
 0.03388114 0.03810361 0.04293654 0.01146683 0.01755976 0.00672919
 0.01774153 0.0029632  0.01763801 0.01151899 0.00387009 0.00369367
 0.01107414 0.01500235 0.00919408 0.02729606 0.01994302 0.00592746
 0.01757053 0.00872539 0.01437812 0.00315488]",[]
3808,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.1912769  0.06253002 0.08905561 0.14223135
 0.10389825 0.07702576 0.0238222  0.01538743 0.03833889 0.14141315
 0.02459181 0.01658202 0.03195424 0.00984876 0.04798275 0.01483456
 0.05172954 0.02529084 0.03001608 0.01888276 0.07455204 0.01548601
 0.01315639 0.04593402 0.02014766 0.0118124  0.02717736 0.02085743
 0.04421393 0.0435011  0.05502561 0.00968677 0.01861519 0.0046674
 0.01672369 0.00296992 0.00941641 0.00848962 0.00341612 0.00318004
 0.0051443  0.01966372 0.01179974 0.03242523 0.02087936 0.00407228
 0.02026192 0.01011482 0.01881356 0.00261468]",[]
3809,"[0.0890567  0.03370858 0.04257274 0.04914866 0.04993456 0.04943174
 0.00964407 0.00955129 0.01358447 0.25897682 0.02414754 0.01191257
 0.02479573 0.01003884 0.02279961 0.01294623 0.01265283 0.02233354
 0.01546322 0.01438128 0.08712312 0.01139026 0.01147977 0.1314069
 0.01558616 0.01533554 0.04662697 0.00895249 0.07445424 0.03637214
 0.04220229 0.00717728 0.03357073 0.07663089 0.011272   0.00260839
 0.02180365 0.01303745 0.00205806 0.00196406 0.00711277 0.00582141
 0.00647661 0.0340225  0.0098785  0.00335778 0.00556834 0.00879249
 0.00374194 0.00181022 0.17126528 0.09350985 0.06752972 0.10094564
 0.06492101 0.09384292 0.03049953 0.01304377 0.02748333 0.14250965
 0.01842745 0.01152403 0.02380877 0.01192875 0.04720492 0.0508488
 0.03363641 0.02063236 0.01929993 0.02789871 0.07779645 0.01887551
 0.01095695 0.04171905 0.01911912 0.02497821 0.06720967 0.01899875
 0.02100692 0.03893698 0.03133479 0.0120291  0.01969766 0.01402987
 0.02325726 0.00390735 0.0324622  0.01155339 0.00472917 0.00413324
 0.02692463 0.01104777 0.0085951  0.02808066 0.02530099 0.01068485
 0.01633656 0.00758732 0.01203939 0.00345606]","[205, 677, 1117, 1522]"
3811,"[0.29756167 0.08135187 0.08542467 0.11314997 0.02609435 0.07037489
 0.00751562 0.01266763 0.04460801 0.0378221  0.01184841 0.02419968
 0.01068536 0.0111737  0.10420268 0.07404261 0.04736514 0.01169305
 0.00798942 0.04004574 0.04565101 0.02560261 0.00648277 0.02875228
 0.05481405 0.0209697  0.08604637 0.05527418 0.01333696 0.02336933
 0.02794318 0.0079028  0.0215232  0.00339    0.0361875  0.00275616
 0.02217541 0.00537358 0.00343774 0.0053056  0.02124391 0.0028376
 0.02513267 0.04417263 0.02884146 0.00761045 0.0197667  0.00497158
 0.00226214 0.00452564 0.17646662 0.08682333 0.06800446 0.09908183
 0.06443672 0.08678199 0.02807001 0.01305035 0.0280895  0.13103788
 0.01802107 0.01450958 0.02219402 0.01242476 0.04977529 0.04677964
 0.03362047 0.0196015  0.01880711 0.02663262 0.0786498  0.01791263
 0.01049847 0.03955934 0.02334481 0.02851678 0.07225447 0.02067949
 0.02116389 0.03740921 0.03362201 0.01114263 0.01910789 0.01657303
 0.02319206 0.00391056 0.03388134 0.01156577 0.00446975 0.0042392
 0.02430083 0.01131093 0.01013978 0.02912608 0.02736309 0.00989238
 0.01577681 0.00740159 0.01205871 0.00347711]","[608, 416, 8114, 968, 4329]"
3820,"[0.26088299 0.09544687 0.08253839 0.10661547 0.04241191 0.07530798
 0.01496389 0.01374869 0.04117763 0.05419599 0.01506103 0.02162872
 0.01684177 0.01280893 0.08152537 0.05785963 0.04510975 0.01397651
 0.01208594 0.04360695 0.05187228 0.02221032 0.00825338 0.03053392
 0.03507291 0.02830522 0.07336126 0.04241807 0.02103293 0.02048712
 0.03425777 0.00910876 0.01715975 0.01345183 0.03209166 0.00352147
 0.02583653 0.00809521 0.00465569 0.00527666 0.02555404 0.00496964
 0.01956382 0.04101599 0.03422812 0.01134677 0.01724495 0.00618344
 0.00396736 0.00387841 0.1591905  0.08452176 0.06459902 0.09698698
 0.06804995 0.0862709  0.03057825 0.0128249  0.02536262 0.13764329
 0.018317   0.01187997 0.02326627 0.0125103  0.04347016 0.04644851
 0.03094654 0.02044765 0.01997059 0.0238904  0.08510702 0.01718515
 0.01082991 0.04054399 0.02089303 0.02999965 0.07551061 0.01624008
 0.02079269 0.04019428 0.03407478 0.01117185 0.01930967 0.0195946
 0.02184907 0.0040731  0.03563917 0.01213405 0.00443449 0.00404413
 0.02527762 0.01230416 0.00840096 0.027173   0.02709274 0.00991904
 0.01570488 0.00757359 0.01392661 0.00343072]","[945, 1364, 3531, 69, 710, 759, 8258, 3672, 968, 4329, 1135, 335, 445, 1889, 116, 2871, 249, 416, 420, 914, 1101, 1331, 1526, 1731, 2535, 2645, 3665, 2262, 3866, 2409, 2612, 546, 4526, 2528, 3116, 4291, 2100, 10147, 7218, 2130, 2477, 2689, 8038, 3178, 13593, 861, 3514]"
3822,"[0.11002554 0.08460298 0.0513985  0.06658628 0.29877134 0.04470576
 0.15768352 0.01604428 0.01755726 0.07411147 0.00713936 0.00882079
 0.03638813 0.00931136 0.02303731 0.05001685 0.02290753 0.00834577
 0.08322511 0.02616083 0.02525394 0.01930793 0.01183213 0.03560522
 0.00789401 0.0089325  0.03013665 0.0075918  0.02063708 0.01542531
 0.0458294  0.0053687  0.01229139 0.02736935 0.01838291 0.01502732
 0.00676874 0.00505116 0.00928299 0.00544878 0.08498204 0.08555654
 0.00271881 0.0174221  0.01215885 0.01530359 0.01064357 0.00244575
 0.08454479 0.00461636 0.1815625  0.08539608 0.06894082 0.0992737
 0.06164142 0.08257858 0.02728365 0.01307573 0.02929538 0.11989225
 0.01758164 0.01405293 0.02174777 0.01264088 0.0512536  0.04782495
 0.03424334 0.019029   0.01796401 0.02741432 0.07822689 0.01817467
 0.01025503 0.03712081 0.02499616 0.03067688 0.07686097 0.0218819
 0.02055391 0.03611493 0.03455641 0.01058813 0.01858899 0.01831564
 0.02367583 0.00398148 0.03361468 0.0113752  0.00441384 0.00433439
 0.02451368 0.01046813 0.01059515 0.02972471 0.02917298 0.00976407
 0.01571568 0.00725182 0.01142252 0.00349751]","[9146, 2252]"
3826,"[0.16969184 0.15630264 0.09250174 0.17726638 0.01348669 0.1569224
 0.0071468  0.01753911 0.03231943 0.03896845 0.03655635 0.00579191
 0.01580377 0.0152901  0.02837528 0.0168121  0.04568215 0.04900281
 0.00412702 0.01436781 0.20274537 0.01638407 0.01172957 0.02635519
 0.00932845 0.01436338 0.06804577 0.0069879  0.01118381 0.15979227
 0.01284386 0.02056761 0.03238222 0.00252152 0.01547317 0.00136728
 0.06163395 0.01002949 0.00333954 0.00391955 0.0024436  0.00147994
 0.00296197 0.01554203 0.01608032 0.00438473 0.03088249 0.01678172
 0.00122731 0.00410078 0.17299696 0.08389169 0.06741218 0.09776971
 0.06702809 0.08475506 0.02947139 0.01316785 0.0276529  0.12304139
 0.01784524 0.01470139 0.02276297 0.01248895 0.04825776 0.0478806
 0.03354931 0.01902901 0.01944405 0.02582566 0.07790334 0.01741581
 0.01050769 0.04010166 0.02312201 0.02951876 0.07778408 0.01996459
 0.02270364 0.03432842 0.03521311 0.01089372 0.0188452  0.02095112
 0.02251169 0.00409104 0.03237227 0.01161648 0.00463807 0.00421387
 0.02387558 0.01157353 0.00990026 0.02888081 0.02768342 0.01062053
 0.01540826 0.00724129 0.01257477 0.00341151]","[2799, 877, 462, 1063, 1704, 7982]"
3827,"[0.16578226 0.29137185 0.0950014  0.1856332  0.01370232 0.21866424
 0.01270589 0.02302504 0.03354928 0.00518099 0.03445367 0.00489671
 0.01547112 0.01492026 0.01131054 0.0097723  0.04801125 0.04477479
 0.00384284 0.00822908 0.14121012 0.01996834 0.01120852 0.01896175
 0.00511527 0.00287173 0.00764792 0.0037762  0.00951964 0.15525655
 0.01038573 0.02847073 0.01504343 0.00061655 0.00594516 0.00152405
 0.09640722 0.00784415 0.00478882 0.00607428 0.000941   0.00123483
 0.00150263 0.01080444 0.00402311 0.00468374 0.03406022 0.0151654
 0.00088271 0.00552684 0.19464991 0.08096143 0.07365224 0.10460477
 0.04933858 0.1048464  0.01725861 0.01299022 0.03137264 0.15293784
 0.01887928 0.01194234 0.01909889 0.01207146 0.05459244 0.05173142
 0.03722284 0.02051832 0.01456388 0.02595391 0.07592008 0.01888342
 0.0103556  0.03591946 0.02603463 0.02533675 0.06786747 0.02381039
 0.01857347 0.03425734 0.0327441  0.01339021 0.01869095 0.012402
 0.02459309 0.00307529 0.02869167 0.01145143 0.00404697 0.00404169
 0.02345888 0.00787265 0.010158   0.0297731  0.02576279 0.00905881
 0.01606376 0.00783145 0.00734843 0.0033311 ]","[877, 462]"
3828,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.16685817 0.07437956 0.08226293 0.1367864
 0.07395383 0.13436566 0.01590498 0.01480448 0.03100279 0.14724801
 0.0267077  0.01151626 0.02626419 0.00961508 0.03905237 0.02514631
 0.04759179 0.02699308 0.02168696 0.01622504 0.10262346 0.01349709
 0.01180548 0.04517484 0.01701356 0.02193476 0.04075896 0.01437424
 0.03228815 0.04273803 0.0478466  0.01842885 0.01744343 0.00716605
 0.01599785 0.00257266 0.01798569 0.01243322 0.00352616 0.00339891
 0.00783507 0.01246141 0.00761926 0.02839337 0.02515044 0.00491844
 0.02186572 0.01082065 0.01072557 0.0029723 ]",[]
3831,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04332839 0.05353416 0.02327662 0.02833629
 0.05999144 0.13892163 0.00484067 0.00757437 0.00505946 0.57733291
 0.01456063 0.00230814 0.04131779 0.00794096 0.00725483 0.06331705
 0.00551819 0.01968494 0.02053072 0.00564829 0.02860516 0.0089168
 0.01852703 0.05360749 0.00445105 0.0208221  0.02894208 0.0019467
 0.05302143 0.0140442  0.04601356 0.01806541 0.01401722 0.00305059
 0.00810756 0.00103207 0.00729747 0.01996449 0.00340691 0.00181214
 0.00707112 0.00430167 0.00127669 0.00846359 0.01054482 0.00609692
 0.00385308 0.00478848 0.00239895 0.00178973]",[]
3834,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.19557659 0.09535233 0.08074038 0.11249731
 0.05973681 0.10110555 0.01683294 0.01742006 0.04047217 0.07335326
 0.01545778 0.02199224 0.02286797 0.0102573  0.03336686 0.07795757
 0.05613356 0.01562919 0.01710508 0.01973916 0.05141442 0.01765836
 0.01072901 0.03199819 0.05013318 0.01274496 0.03743512 0.03008229
 0.02643578 0.02925094 0.04596652 0.01264293 0.01905298 0.05047449
 0.02217199 0.00368007 0.01556675 0.00708601 0.00683737 0.00442801
 0.01494863 0.00770697 0.01526122 0.02257917 0.0122717  0.03736595
 0.01202214 0.00603686 0.00439625 0.00277739]",[]
3837,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.19645754 0.02140629 0.06104386 0.05901228
 0.06021805 0.0476303  0.00382252 0.00940113 0.03422402 0.26309017
 0.01199481 0.02505936 0.03318529 0.00445629 0.0800549  0.01281064
 0.02663148 0.01053511 0.02030746 0.02367719 0.0187778  0.01708797
 0.01347711 0.05570522 0.09719365 0.00561617 0.04474096 0.06093869
 0.05252529 0.00844324 0.05899658 0.00538671 0.0151802  0.00497228
 0.02914862 0.00154061 0.00318454 0.00567727 0.00203231 0.00188492
 0.00664986 0.00473727 0.03072523 0.03901465 0.00952734 0.00218901
 0.00567099 0.00410177 0.00226039 0.00145703]",[]
3838,"[0.18820853 0.0770605  0.1163447  0.19743864 0.04774126 0.10629089
 0.00497526 0.01796898 0.03931409 0.07154155 0.0392431  0.01203905
 0.03740969 0.01392344 0.02904273 0.02440813 0.05514623 0.04527788
 0.01471919 0.01284831 0.1171806  0.01270963 0.01817292 0.04973498
 0.01879953 0.01718391 0.03863069 0.01085703 0.03941973 0.0649921
 0.05764094 0.01197234 0.01816672 0.00992624 0.01222324 0.0015207
 0.01516382 0.01203011 0.00376062 0.00276889 0.00867086 0.0044385
 0.00613487 0.03062198 0.02042727 0.00459099 0.03134406 0.01647333
 0.00188151 0.00307637 0.18019027 0.06226911 0.07641676 0.10125504
 0.07513646 0.05868895 0.02578149 0.01391081 0.03529253 0.12910584
 0.01760849 0.01858929 0.02469504 0.01158216 0.04302742 0.03710598
 0.04085878 0.01683618 0.02232641 0.01881785 0.05312747 0.01862953
 0.01102414 0.06184844 0.02955816 0.02523757 0.084375   0.01978774
 0.02970888 0.02055432 0.0464572  0.00709119 0.02010163 0.03249482
 0.01689641 0.00383036 0.02085865 0.01124349 0.00469958 0.00373249
 0.01746204 0.01392379 0.00973601 0.03426574 0.0245995  0.01216976
 0.01280788 0.00691074 0.01325979 0.00284044]","[2975, 3807, 5963, 4574, 7783, 3089]"
3841,"[0.06918383 0.05730099 0.02943818 0.02547302 0.33563578 0.03720575
 0.16847593 0.01106834 0.0088487  0.08424945 0.00642487 0.00530679
 0.08910748 0.00700261 0.02487566 0.03173011 0.00820482 0.00506972
 0.11215208 0.02737022 0.00756311 0.03346514 0.0158244  0.04305506
 0.00747904 0.0221491  0.00655654 0.00798838 0.06443514 0.00325403
 0.05719347 0.00459384 0.00513162 0.03337468 0.01809016 0.0146696
 0.00192433 0.00762135 0.00678604 0.00549271 0.06393859 0.04373609
 0.00358757 0.0274976  0.02216488 0.00783132 0.00343644 0.00188582
 0.09619597 0.00219526 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",[2729]
3842,"[0.15630441 0.18458169 0.06595557 0.12036871 0.01076965 0.20831704
 0.01127584 0.01545603 0.0169417  0.04726776 0.03742679 0.00433787
 0.01459197 0.02377243 0.04079168 0.07301917 0.02000949 0.05132837
 0.00312679 0.03597921 0.21176182 0.0218743  0.01330929 0.0055787
 0.00365411 0.01934505 0.02986474 0.01177037 0.00587401 0.15294458
 0.00675992 0.02755433 0.01575278 0.00347692 0.03054491 0.00125244
 0.0467069  0.02034227 0.00571287 0.00335125 0.00498609 0.00110903
 0.0049156  0.01947816 0.0146614  0.02536449 0.02020159 0.01869859
 0.00286933 0.00298379 0.1617015  0.12896817 0.06014087 0.08668339
 0.09731442 0.07059734 0.06944207 0.01516218 0.02391757 0.05391883
 0.01555218 0.01523885 0.02937191 0.01586281 0.04207865 0.05474052
 0.0277108  0.01547619 0.02723898 0.03846968 0.0688427  0.02005629
 0.01101979 0.01845095 0.01872359 0.03431708 0.05809098 0.0171687
 0.01828684 0.02974161 0.03107973 0.00909593 0.0143342  0.01730986
 0.0247781  0.00683916 0.04920412 0.01079016 0.0073168  0.00570085
 0.0305433  0.01860971 0.01004506 0.0224187  0.02961149 0.02098927
 0.01436209 0.00605969 0.04071555 0.0039788 ]","[3083, 3427]"
3843,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.18527959 0.07909803 0.07872182 0.0717373
 0.11915368 0.085029   0.06323111 0.01703187 0.05351397 0.03968979
 0.01328145 0.08600657 0.02624877 0.00710594 0.01865759 0.02219191
 0.03153518 0.01242961 0.03373622 0.01510969 0.06092421 0.01894682
 0.00895662 0.06686612 0.05122995 0.0207615  0.02031101 0.04822793
 0.01664881 0.03839175 0.04279873 0.01044935 0.03654911 0.01525528
 0.00919161 0.00633802 0.0143401  0.01132397 0.00698694 0.00358946
 0.01105756 0.04429013 0.03191152 0.03044513 0.01348037 0.01765995
 0.00733594 0.00451921 0.05762761 0.00219579]",[]
3850,"[0.18494351 0.11079641 0.07007897 0.11387182 0.02095523 0.13697963
 0.00887652 0.01383867 0.02462969 0.07914067 0.02469187 0.00857569
 0.01767446 0.01577576 0.05322701 0.06276959 0.03563982 0.02717534
 0.00601743 0.02508581 0.11421684 0.01498435 0.01050015 0.01581042
 0.01529288 0.03413113 0.09483266 0.01444306 0.01025347 0.05171871
 0.02048439 0.0186014  0.02036742 0.00524974 0.03056735 0.00246334
 0.0651149  0.01541856 0.00411896 0.00423051 0.02280598 0.00208034
 0.0060483  0.02382938 0.03002984 0.00836623 0.01886625 0.01081688
 0.00246607 0.00367299 0.16400205 0.09436422 0.06437484 0.08353305
 0.14533097 0.04767441 0.08560327 0.0152773  0.02763408 0.06082518
 0.01196959 0.02045381 0.03213198 0.01285108 0.04811723 0.05507401
 0.03100087 0.01056014 0.04024717 0.03399096 0.03285716 0.02302576
 0.0113199  0.02451877 0.02700829 0.03121618 0.03996912 0.0225608
 0.02784384 0.01145087 0.05048825 0.00559776 0.00995334 0.02674731
 0.02201271 0.00841375 0.01057689 0.007824   0.00756438 0.00532702
 0.03342609 0.02822443 0.01393845 0.02836091 0.03869702 0.01712302
 0.01127123 0.00453074 0.04122719 0.00320589]","[249, 302, 3803, 387, 546, 3881, 15486, 2799, 4274, 4859]"
3855,"[0.05974023 0.16119583 0.0244211  0.04392018 0.22232383 0.04765166
 0.28493318 0.0179581  0.00529703 0.01667809 0.00817253 0.00186191
 0.02729025 0.01657615 0.02504529 0.08241894 0.01062788 0.00620025
 0.05572405 0.02365006 0.0090797  0.01805119 0.00841021 0.00672995
 0.00345963 0.04998188 0.00599871 0.00403301 0.0119685  0.00373278
 0.01791762 0.0050644  0.00274903 0.03670264 0.02573022 0.02138469
 0.00211656 0.0079041  0.01490333 0.00774361 0.03684303 0.0624335
 0.00169444 0.01170586 0.04831306 0.05236148 0.00745262 0.00251298
 0.18893965 0.00279696 0.16153819 0.08979535 0.06157584 0.08830484
 0.07449857 0.08191887 0.03527776 0.01317613 0.02467186 0.11963047
 0.01583563 0.01685111 0.02141812 0.01358633 0.0442015  0.04783489
 0.02953872 0.01703017 0.02156812 0.0277986  0.07858726 0.01912889
 0.01011818 0.0280122  0.02724371 0.03352769 0.07851687 0.02034439
 0.01810844 0.03741693 0.03583385 0.0109914  0.01808049 0.01730805
 0.02149324 0.00451989 0.03493253 0.01187443 0.00494832 0.00454745
 0.0223603  0.01186283 0.01263926 0.02501174 0.02859999 0.01105875
 0.01410397 0.00670467 0.01218925 0.00350802]",[3416]
3856,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.19233531 0.07174714 0.09123924 0.13319506
 0.06452672 0.07924488 0.01982055 0.01591891 0.03898689 0.09021824
 0.02527632 0.01874755 0.02795326 0.01245918 0.04019334 0.03437181
 0.04836191 0.02559646 0.01909502 0.01769634 0.07501036 0.01702146
 0.01282985 0.06161029 0.02859517 0.02242856 0.06005778 0.01877601
 0.03065197 0.03384462 0.05062825 0.00937927 0.01792476 0.02319483
 0.01653607 0.00311654 0.01900511 0.01263288 0.00458391 0.00350581
 0.01335403 0.01115523 0.00951658 0.0349628  0.02285436 0.01071885
 0.01840479 0.01022958 0.01016467 0.00286924]",[]
3857,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.16645297 0.11241927 0.06566711 0.09245927
 0.09189873 0.08475722 0.06267694 0.01617055 0.02860407 0.04696202
 0.01733205 0.02401569 0.01853911 0.01541886 0.03934096 0.06041025
 0.03406729 0.01485518 0.02358482 0.02502518 0.05413096 0.01780888
 0.00907843 0.0118937  0.02432995 0.03506286 0.05528111 0.02361093
 0.02015681 0.0203799  0.04248686 0.01155423 0.01024096 0.0180929
 0.02254051 0.00654796 0.05346972 0.01214362 0.00679442 0.00510878
 0.02380253 0.01672498 0.01558803 0.02358143 0.02965938 0.01702645
 0.0128414  0.00682092 0.03046488 0.003033  ]",[]
3867,"[0.28162217 0.12077713 0.11456502 0.17594073 0.0100885  0.09765776
 0.00566032 0.02099104 0.05528676 0.03710356 0.02337293 0.01040634
 0.01059306 0.01925055 0.03885587 0.06329161 0.073095   0.03135118
 0.00284807 0.01699597 0.11779756 0.02165211 0.01045719 0.01159582
 0.03803819 0.01226726 0.04151471 0.02280489 0.00427733 0.09534408
 0.01099722 0.0122546  0.02002049 0.00173572 0.01842764 0.0019831
 0.04346353 0.01005005 0.00446437 0.0051871  0.00987832 0.0012374
 0.00673458 0.01883145 0.01271547 0.01169276 0.02341087 0.01168644
 0.00106871 0.00423479 0.17697044 0.08243972 0.0716771  0.10128926
 0.06794568 0.09480141 0.02204037 0.0137692  0.03053505 0.10173753
 0.01959458 0.01526119 0.02623221 0.01102991 0.04665306 0.05298927
 0.03587905 0.02065654 0.02049961 0.02173243 0.07826523 0.01739428
 0.01153024 0.05108977 0.04565213 0.02115125 0.0547911  0.01894787
 0.02759842 0.04106692 0.04034019 0.01202903 0.02499673 0.01968488
 0.02243261 0.00327572 0.02560032 0.01010693 0.00475051 0.00376107
 0.02024315 0.0092339  0.00934372 0.03122184 0.02289202 0.0150097
 0.01550684 0.00799313 0.00992343 0.00322716]","[3817, 4190, 2691, 14584, 13398, 13399]"
3872,"[0.10006829 0.07025653 0.0423101  0.06568531 0.04183166 0.10096268
 0.02247884 0.00944271 0.01114817 0.2010738  0.01338365 0.00348371
 0.0160833  0.01079979 0.02977087 0.06096472 0.01836605 0.01641014
 0.01252406 0.01572934 0.06846891 0.01189083 0.00942099 0.05365533
 0.00719176 0.05899492 0.12414078 0.00472308 0.01004684 0.02694807
 0.0325162  0.01338917 0.01922767 0.06303483 0.01713764 0.00384828
 0.02846119 0.01593076 0.00392168 0.00425361 0.02128299 0.00578395
 0.00188531 0.01532407 0.04810162 0.00902144 0.01006234 0.00564347
 0.00514581 0.00329436 0.17451936 0.09113961 0.06726069 0.09861836
 0.06178121 0.08812126 0.02938335 0.0132945  0.02718782 0.10793348
 0.01841571 0.01469522 0.02270362 0.01287372 0.05111807 0.05122045
 0.03347689 0.01973739 0.01806977 0.02615719 0.08438091 0.01796846
 0.01047434 0.04036479 0.02219662 0.03030139 0.07276166 0.02185515
 0.02168256 0.03891292 0.03585855 0.01133255 0.01950615 0.01747932
 0.02432766 0.00397491 0.03387388 0.01188372 0.00487284 0.00419483
 0.02537313 0.00962186 0.0116506  0.03130585 0.02894844 0.01188535
 0.0154684  0.00770769 0.01121741 0.00337606]","[10242, 11717, 677, 15336, 1309]"
