0,1,2
2118,"[0.18948677 0.19951322 0.03883208 0.04626982 0.04202806 0.09849082
 0.11775728 0.01139628 0.0155502  0.05287273 0.00727399 0.00916113
 0.01615504 0.01486795 0.0823969  0.13149932 0.01499159 0.00785222
 0.01136004 0.0691172  0.03491563 0.02951728 0.00612425 0.00562266
 0.02334634 0.03148724 0.08670143 0.02168501 0.00317665 0.01032419
 0.00896015 0.01217498 0.01212411 0.00751005 0.06200242 0.00846915
 0.02997185 0.00814586 0.00928983 0.00772864 0.04931812 0.00635053
 0.00798781 0.02963692 0.03054686 0.02776976 0.00937756 0.00293767
 0.03519949 0.00507109 0.18345476 0.09040418 0.07011875 0.09612786
 0.06014824 0.0846664  0.02182611 0.01314013 0.03075052 0.12919322
 0.01819354 0.01572243 0.02303114 0.01343899 0.0507494  0.04928807
 0.03208815 0.02065472 0.01795455 0.0265244  0.07712619 0.0193548
 0.01135562 0.03578544 0.03060602 0.02800118 0.06932016 0.02322944
 0.0199923  0.03835158 0.03442345 0.01093528 0.01917797 0.01832175
 0.02304956 0.00332434 0.03237865 0.01178606 0.00462833 0.00395452
 0.01950461 0.00844456 0.01211192 0.03052835 0.0260526  0.01185513
 0.01412246 0.00778137 0.00992345 0.00316496]","[269, 249, 1101]"
2123,"[0.1676007  0.07872972 0.10422639 0.16733485 0.03214008 0.13065856
 0.00486671 0.01528709 0.0336293  0.08465098 0.04364834 0.01029944
 0.03123429 0.01372693 0.02969321 0.0261745  0.03936745 0.05379242
 0.01063816 0.0155809  0.18649365 0.01567512 0.01588483 0.05592549
 0.01093549 0.01482146 0.04340397 0.00903483 0.0409837  0.13202707
 0.03879438 0.01574922 0.02629328 0.00402648 0.01650857 0.00093869
 0.0195329  0.01372055 0.00337213 0.00201028 0.00317431 0.00278535
 0.00565147 0.0321521  0.01611261 0.00597467 0.02288216 0.02161838
 0.00204935 0.00238287 0.16581877 0.06976865 0.07277122 0.11017745
 0.0685714  0.08737626 0.02043758 0.01361142 0.02708045 0.12626921
 0.02265446 0.01171176 0.02487713 0.01136048 0.04169053 0.03772168
 0.03643067 0.0221353  0.02018671 0.01913765 0.08549117 0.01442271
 0.01102952 0.06361086 0.01773474 0.02638861 0.07053366 0.01509185
 0.03040166 0.0339482  0.0454102  0.010756   0.02350479 0.01219493
 0.01853601 0.00314268 0.05276949 0.01267148 0.00391829 0.00342561
 0.0181917  0.01394584 0.00748082 0.03301961 0.02436042 0.00628984
 0.01650322 0.00874422 0.01201487 0.00303403]","[3089, 11553]"
2136,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.27541454 0.04768704 0.11065071 0.12640464
 0.03127997 0.04140293 0.0061196  0.01532756 0.06258181 0.02271405
 0.01144869 0.03351992 0.02044721 0.00843514 0.04086084 0.04094205
 0.06233083 0.01230473 0.010094   0.04583597 0.02001447 0.03175757
 0.0106246  0.03292572 0.23277743 0.00423444 0.03541271 0.03989469
 0.01383489 0.01371999 0.03007477 0.00473396 0.01316315 0.03829278
 0.01996735 0.0032636  0.00676481 0.00400145 0.00381262 0.00358934
 0.02771032 0.0040216  0.02133716 0.03263275 0.00506835 0.00929643
 0.01631249 0.00498667 0.00206173 0.00300049]",[]
2139,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.19085913 0.08122986 0.08091408 0.11007448
 0.07024395 0.08805194 0.0219688  0.01494307 0.03761607 0.16161211
 0.0164258  0.01828907 0.02386941 0.0110529  0.03588512 0.04256003
 0.04433043 0.017422   0.02038135 0.02490801 0.05917632 0.0196571
 0.01117706 0.0381975  0.04344254 0.01664813 0.04412649 0.02270144
 0.02420558 0.02737931 0.0371474  0.01113035 0.02030774 0.02114619
 0.01578753 0.00381633 0.02291944 0.0097399  0.00520517 0.00420476
 0.0145176  0.01029177 0.01029105 0.02517698 0.01304497 0.01515099
 0.01646099 0.00654069 0.00693391 0.00341476]",[]
2140,"[0.1834392  0.06135963 0.0838184  0.10521391 0.04597725 0.0867229
 0.00703802 0.01215015 0.04007289 0.12891168 0.0232496  0.01136194
 0.03095388 0.01006042 0.03460596 0.03992614 0.03613264 0.02555438
 0.01507857 0.02941615 0.10666386 0.02069574 0.01495811 0.08644889
 0.02419643 0.01265578 0.0519165  0.01761597 0.03307814 0.05444512
 0.03114127 0.01165323 0.03900923 0.00659215 0.01837059 0.00169575
 0.03609469 0.01182928 0.00345624 0.00240588 0.01192155 0.0054851
 0.00766859 0.03486417 0.01011147 0.00798079 0.01546857 0.00923836
 0.0031502  0.00290784 0.18718989 0.08508688 0.07904327 0.10972663
 0.07484907 0.09064705 0.02437462 0.01521682 0.03604347 0.17236468
 0.01596946 0.01821661 0.02330379 0.01129515 0.03575789 0.04292244
 0.04424597 0.01683529 0.02148097 0.023332   0.05623878 0.0189109
 0.01080813 0.03339587 0.03550345 0.01772173 0.04376511 0.02233185
 0.02381745 0.02524919 0.03815187 0.01141196 0.01871519 0.02177574
 0.01529564 0.00406864 0.02238281 0.00982199 0.00546256 0.00442651
 0.01409652 0.01112774 0.00998573 0.02376486 0.01377358 0.01621389
 0.01657327 0.00633851 0.00758863 0.00348993]","[3878, 5517, 5751, 4186]"
2144,"[5.13822995e-02 1.25469193e-02 1.80143043e-02 3.01973689e-02
 3.22436844e-03 2.72728242e-02 4.73180582e-04 7.85570219e-03
 4.49739397e-03 6.77438796e-01 7.50433467e-03 8.57061648e-04
 1.25120375e-02 4.41740826e-03 8.67342483e-03 1.14458418e-02
 5.96358022e-03 2.02233233e-02 1.65690936e-03 1.02861633e-03
 5.01825623e-02 4.02137823e-03 1.40478481e-02 1.17383003e-01
 1.65504648e-03 2.77394080e-03 6.59026280e-02 8.01150512e-04
 2.94367759e-03 4.26578410e-02 9.56187863e-03 3.45936138e-03
 1.09778062e-01 4.46705933e-04 4.24811430e-03 5.96219674e-04
 8.19357857e-03 7.81936385e-03 1.01741683e-03 8.73427431e-04
 1.47278607e-02 2.38494686e-04 2.48414668e-04 1.07631115e-02
 2.97345500e-03 7.10968394e-04 3.60606122e-03 2.19844375e-03
 1.04516133e-04 2.78017391e-03 1.67069593e-01 7.14984396e-02
 7.68657803e-02 1.17008017e-01 7.09800492e-02 9.11193771e-02
 2.06247747e-02 1.40353094e-02 2.83279181e-02 1.10474665e-01
 2.48854189e-02 1.16933847e-02 2.63886608e-02 1.18366368e-02
 4.03713423e-02 3.26593303e-02 3.77839911e-02 2.45208264e-02
 2.09146075e-02 1.86414615e-02 9.36251493e-02 1.44775505e-02
 1.14471646e-02 6.28986711e-02 1.67746132e-02 2.68338116e-02
 6.57986399e-02 1.40978996e-02 3.29842417e-02 3.98759248e-02
 4.68331815e-02 1.12036828e-02 2.13027830e-02 1.23638405e-02
 1.76971272e-02 3.04560391e-03 5.35154528e-02 1.32580832e-02
 3.91862708e-03 3.37087341e-03 1.33791099e-02 1.43188608e-02
 6.68954848e-03 3.32103461e-02 2.44121690e-02 6.11168537e-03
 1.73782374e-02 9.89464986e-03 1.23278530e-02 2.93873620e-03]",[3302]
2150,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17198151 0.08101328 0.0684486  0.08806955
 0.06890608 0.0421617  0.01151952 0.01471742 0.02634551 0.15973311
 0.01598549 0.00590497 0.04184066 0.0162373  0.04864927 0.05577971
 0.02625234 0.02346859 0.02057717 0.01987622 0.05624688 0.01717277
 0.02132062 0.05574426 0.00947052 0.01261561 0.06421973 0.01433542
 0.02428992 0.03836475 0.02760062 0.0051911  0.03330075 0.04600341
 0.02055572 0.0031158  0.02110195 0.01033457 0.00631642 0.00346072
 0.03308523 0.0068574  0.00367209 0.03229957 0.01458873 0.02917119
 0.01321879 0.00663523 0.00320849 0.00333028]",[]
2152,"[0.2834776  0.0809322  0.10249987 0.1467193  0.05069757 0.04815405
 0.01693064 0.01507436 0.04880575 0.02060916 0.0172385  0.01325159
 0.01433819 0.01667144 0.08014355 0.05432219 0.06365542 0.0172496
 0.01375219 0.03391554 0.05562355 0.02970096 0.00903757 0.01576551
 0.03750287 0.01716811 0.09951864 0.02738722 0.01949139 0.02679768
 0.03688144 0.00545663 0.01510794 0.01140818 0.03246566 0.00320911
 0.05837535 0.00606479 0.00433246 0.00456738 0.01258169 0.00647259
 0.0089163  0.02891786 0.0215968  0.01095155 0.01962467 0.00850484
 0.00623679 0.00346393 0.17838963 0.08395156 0.07612256 0.10301173
 0.07414181 0.0954092  0.02363537 0.01480758 0.03487339 0.18342942
 0.01598837 0.01759486 0.02490016 0.01062618 0.03230969 0.04265153
 0.04071519 0.01736388 0.02155047 0.02324528 0.0608984  0.01838153
 0.01136385 0.04006054 0.03421688 0.01716545 0.04066476 0.02156111
 0.02431524 0.02800225 0.03626637 0.01213429 0.02136824 0.02140385
 0.0143601  0.00395323 0.02119892 0.01026889 0.00542543 0.00424162
 0.01428185 0.01103869 0.00978767 0.02402742 0.01269396 0.01613641
 0.01584408 0.00617744 0.00736106 0.003454  ]","[4182, 9274, 5030]"
2153,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.1567551  0.07877078 0.07676951 0.12347352
 0.06808574 0.04918433 0.01154957 0.0181402  0.02913796 0.11794646
 0.02008221 0.00852851 0.04612827 0.01533288 0.03118673 0.04095552
 0.03791957 0.02661168 0.02115421 0.02198659 0.06725182 0.0185954
 0.02209167 0.05570393 0.02050706 0.01515328 0.03496811 0.00866803
 0.0315341  0.04709097 0.0267835  0.00595976 0.03265829 0.0664985
 0.01850857 0.00282417 0.01448049 0.00968821 0.00660686 0.00342677
 0.01064633 0.00763259 0.0043576  0.02604715 0.01828226 0.04301819
 0.02431963 0.00851997 0.00373754 0.00368636]",[]
2161,"[0.31941586 0.06054267 0.10255526 0.10519964 0.03711947 0.02667158
 0.01341427 0.01488691 0.0733154  0.03826352 0.01233887 0.05240584
 0.0100704  0.01338521 0.08784397 0.02844043 0.05111219 0.00949567
 0.01053042 0.02704121 0.03881258 0.02106302 0.00555829 0.02539302
 0.0480443  0.05128154 0.07054801 0.07385495 0.01035532 0.01550918
 0.03474203 0.00328663 0.0151627  0.00606067 0.02313321 0.00350294
 0.03022871 0.00798454 0.00301861 0.00533408 0.01188709 0.00456227
 0.03530441 0.04423606 0.05674161 0.00370485 0.01193509 0.00541496
 0.00387865 0.00309358 0.16727384 0.10001724 0.0694703  0.09859583
 0.06143909 0.09639087 0.03280438 0.01419964 0.02950335 0.13969333
 0.01895354 0.01145266 0.02838674 0.01349067 0.04212456 0.05918559
 0.03172574 0.0224692  0.01879948 0.02835987 0.08233585 0.02052961
 0.01325483 0.03685257 0.01815164 0.02188876 0.06583336 0.02075526
 0.02370023 0.04221585 0.02867531 0.01222161 0.01975363 0.02572287
 0.02237785 0.00399185 0.02214553 0.0115993  0.00597321 0.00397522
 0.02381762 0.00844608 0.00870007 0.0280601  0.01833386 0.01829078
 0.0151818  0.00780771 0.01244947 0.00325034]","[789, 375, 2255, 1831, 2130, 2931]"
2164,"[0.14146746 0.0701688  0.07000536 0.10133954 0.05856625 0.11402868
 0.01557012 0.01114775 0.02934387 0.21959251 0.01646906 0.00625883
 0.03117546 0.00943193 0.02584595 0.05071806 0.04506638 0.0174727
 0.0180582  0.02374442 0.07357474 0.01810227 0.01188837 0.0658902
 0.02157733 0.03532511 0.07666818 0.00809236 0.03265391 0.02847496
 0.03531555 0.01528445 0.02244563 0.01731828 0.01735833 0.00272784
 0.01506481 0.01504816 0.00383305 0.0036654  0.01385865 0.00543036
 0.00377406 0.02564053 0.02273658 0.00750214 0.01464167 0.00593506
 0.00465494 0.00354371 0.17515133 0.0661732  0.08336776 0.12839473
 0.06652472 0.08054026 0.01553541 0.01464576 0.03128614 0.10503609
 0.02742822 0.01245028 0.02608677 0.01163724 0.04028046 0.02713161
 0.0414661  0.02732924 0.01996699 0.01634855 0.09222793 0.01483787
 0.01207986 0.06763859 0.01618282 0.02103528 0.06017555 0.01414439
 0.03506619 0.04313563 0.05048734 0.00957444 0.02404334 0.01374844
 0.0157862  0.00270265 0.05249377 0.01226157 0.00369795 0.00306541
 0.01303498 0.01296355 0.0067174  0.03530922 0.02238662 0.0057966
 0.0186313  0.01112845 0.00888889 0.00273578]","[3285, 2611, 458, 8323, 8833, 8845, 10908]"
2165,"[0.20091358 0.13671084 0.07789667 0.11744451 0.03764215 0.15609592
 0.01361863 0.01470762 0.02891159 0.07051829 0.02473746 0.01353878
 0.02057436 0.01368838 0.06349191 0.03952099 0.03710984 0.02621503
 0.01040831 0.02617025 0.10689678 0.01761587 0.01036221 0.01971017
 0.02224098 0.03651134 0.05216698 0.02425669 0.01334176 0.04636502
 0.02142135 0.02020546 0.01567303 0.01146145 0.02546276 0.00281377
 0.04750633 0.0126093  0.0048445  0.00489015 0.01041537 0.00545516
 0.01255558 0.02729064 0.04096573 0.00902524 0.01897896 0.010435
 0.00351725 0.00362869 0.17645479 0.09186527 0.06572651 0.09259388
 0.06399806 0.08151414 0.02903309 0.01300482 0.02818665 0.13120627
 0.01687113 0.01469092 0.02340004 0.01283021 0.04954302 0.05004093
 0.03079771 0.01874078 0.01893451 0.02987429 0.08003951 0.01881127
 0.01068512 0.04092643 0.02372475 0.02803979 0.07015673 0.02300971
 0.01965251 0.03719335 0.02971866 0.01056962 0.02004717 0.01604925
 0.02354759 0.003904   0.03384667 0.01175822 0.0049217  0.00433564
 0.02517945 0.01013498 0.01186305 0.02969927 0.02610005 0.01289547
 0.01500441 0.00686291 0.01149846 0.00356423]","[789, 462, 953, 2130, 1556, 2931, 2194, 2462, 608, 84, 1065, 4878, 890]"
2166,"[0.07669374 0.07783973 0.04246595 0.05322719 0.04099264 0.18152517
 0.00692581 0.0087971  0.00965289 0.33618075 0.02810314 0.00405281
 0.03061173 0.00975757 0.01787799 0.07030927 0.01165154 0.02842949
 0.0140037  0.01394919 0.09697465 0.01082301 0.01478498 0.08024493
 0.00639425 0.02963943 0.03368286 0.00362037 0.0506331  0.03059067
 0.03328945 0.02734451 0.01815608 0.0058513  0.02147545 0.00112317
 0.01409631 0.02394889 0.00391419 0.00187001 0.00757829 0.00455437
 0.00236875 0.0235232  0.01860782 0.01187572 0.00755062 0.01250019
 0.00364605 0.00189966 0.20877758 0.09449294 0.0861973  0.1177021
 0.07538222 0.09099707 0.02592166 0.01644676 0.03974545 0.11171647
 0.01598073 0.0135417  0.02383454 0.01205778 0.03888638 0.04982299
 0.04998389 0.01765128 0.02213126 0.02386005 0.06455868 0.02182958
 0.01150746 0.03913532 0.04115218 0.01167466 0.04888165 0.01943016
 0.0247446  0.03106101 0.03726401 0.01142085 0.01822413 0.02798439
 0.01738092 0.00450138 0.02669858 0.00852845 0.00614087 0.00477778
 0.01709165 0.01210624 0.00753216 0.02588743 0.01240097 0.02156649
 0.01732347 0.00639006 0.00815209 0.00390257]",[5751]
2167,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.19258697 0.09395247 0.08050537 0.11381145
 0.06318882 0.09410056 0.02640395 0.01559706 0.03484514 0.126986
 0.01685352 0.01001573 0.02458375 0.01249109 0.03998488 0.0524749
 0.04464879 0.01935326 0.01868723 0.02205111 0.07347457 0.02148942
 0.01206227 0.04230767 0.03894763 0.01283735 0.0555585  0.01553941
 0.02237303 0.03543178 0.0311495  0.01176654 0.02045092 0.02987909
 0.0181009  0.00433126 0.03148342 0.00933699 0.00620775 0.00454324
 0.01780944 0.01010416 0.00604923 0.02503085 0.01347375 0.02417671
 0.01796199 0.00680508 0.0084248  0.00398772]",[]
2181,"[0.14963625 0.07884785 0.08810591 0.13468104 0.03524424 0.13297492
 0.0084656  0.01279741 0.02744564 0.13654749 0.03539744 0.01023602
 0.02458143 0.0129667  0.03018768 0.02819539 0.03295582 0.03998559
 0.01110306 0.02205773 0.15092704 0.01524709 0.01242402 0.04817299
 0.01787067 0.03919027 0.06658498 0.00970153 0.0329434  0.09204541
 0.04697771 0.01774251 0.01970666 0.00553192 0.01858627 0.00160588
 0.01762167 0.01598711 0.00351971 0.00296115 0.0045904  0.00385994
 0.00687708 0.0313936  0.02420856 0.00641918 0.01989434 0.01692466
 0.00279699 0.00282868 0.17844387 0.06456044 0.07903464 0.11913347
 0.06541696 0.07691794 0.01579692 0.01366807 0.03115084 0.11885158
 0.02386491 0.01186728 0.02576174 0.01105148 0.04564338 0.03085742
 0.04195014 0.02338969 0.01963034 0.01978853 0.0813459  0.01545269
 0.01139857 0.06857307 0.01829801 0.02247907 0.06711354 0.01846359
 0.03368408 0.03522947 0.04649679 0.00930173 0.02478777 0.0146729
 0.0175125  0.00282043 0.04713382 0.01213072 0.00361641 0.00323314
 0.01447369 0.01191902 0.00773032 0.03555107 0.02275655 0.00585164
 0.01720578 0.00934988 0.00833775 0.00286049]","[3285, 3089, 11553]"
2183,"[0.2242084  0.18850758 0.08609031 0.11014846 0.01223211 0.23670285
 0.00884881 0.01838322 0.03882148 0.1758437  0.01613523 0.00354747
 0.01950345 0.01350062 0.03093224 0.10817065 0.04424128 0.02202371
 0.00372392 0.01627595 0.04724442 0.02330128 0.01238568 0.01153304
 0.01139212 0.01188277 0.05987682 0.01155612 0.00351326 0.02161784
 0.00781197 0.03004134 0.01402053 0.00280013 0.01386737 0.00234178
 0.03620922 0.01521761 0.00904486 0.00615627 0.01935663 0.00104271
 0.00214749 0.01803977 0.00748437 0.02316202 0.01806174 0.00579641
 0.00129055 0.00515075 0.06278154 0.09150494 0.04288863 0.06283521
 0.15055909 0.12475618 0.10787371 0.01625538 0.00857851 0.26980219
 0.01202054 0.00236221 0.0271793  0.00846215 0.00772969 0.03976305
 0.01398157 0.01527107 0.04229359 0.01184816 0.02987435 0.01553896
 0.01212937 0.02271172 0.00689717 0.01164149 0.03698722 0.00212869
 0.0177337  0.00940336 0.037794   0.01560919 0.00641408 0.11007822
 0.0047074  0.01436192 0.00398438 0.00854898 0.00807303 0.00553359
 0.02216201 0.03713227 0.00094096 0.00835794 0.00885663 0.01630485
 0.00993237 0.00389132 0.02294675 0.00301609]","[2691, 2803, 3563]"
2184,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.18490032 0.07901425 0.07800368 0.10571178
 0.06358392 0.09088673 0.01969547 0.01449937 0.03582679 0.17986927
 0.01666617 0.01723884 0.02274712 0.01116991 0.03548147 0.04295437
 0.04207188 0.01844456 0.01868425 0.02316219 0.06580754 0.01890713
 0.01129403 0.03892591 0.03381478 0.01709411 0.04732608 0.02146728
 0.0237922  0.03089032 0.03657162 0.0115404  0.02215072 0.01978876
 0.01567603 0.00358557 0.02543172 0.01013065 0.00498497 0.00403237
 0.0137872  0.00937902 0.00958049 0.02476833 0.0134171  0.01504156
 0.01529753 0.0067127  0.00632594 0.00332979]",[]
2185,"[0.20847775 0.0567947  0.09107574 0.10528347 0.25549284 0.04319831
 0.04659085 0.01635113 0.04366074 0.01817123 0.01181373 0.01988364
 0.03072199 0.00841669 0.03392825 0.0121332  0.04839129 0.00981132
 0.07639862 0.02077623 0.02024603 0.02475765 0.01097882 0.03427612
 0.02827716 0.0036996  0.02324834 0.01894089 0.09271116 0.01182121
 0.10920586 0.0046334  0.00817545 0.03220058 0.01129974 0.00631698
 0.00717457 0.00333347 0.0048316  0.00415358 0.01012908 0.04422172
 0.00694976 0.02956981 0.00613709 0.00322969 0.01306633 0.00412171
 0.02454459 0.00262204 0.17989235 0.08268435 0.07606133 0.10466493
 0.04819209 0.10180145 0.01735789 0.01427857 0.03449324 0.19153043
 0.01747303 0.01665359 0.022093   0.01121941 0.03484351 0.04460318
 0.04073969 0.01959435 0.01407185 0.02293984 0.07352696 0.01820572
 0.01130643 0.03917845 0.03341613 0.01845784 0.048173   0.02114313
 0.01842313 0.03336992 0.03049036 0.01306656 0.02353278 0.01840727
 0.01582701 0.003315   0.02887729 0.01093771 0.00496519 0.00398146
 0.01373385 0.00661306 0.00955058 0.02394644 0.01399891 0.01565574
 0.01539232 0.00700385 0.00485081 0.00335438]","[2691, 3124, 10047]"
2186,"[0.14164585 0.05159184 0.07048699 0.07642698 0.19484338 0.03348394
 0.06799575 0.01648021 0.02751493 0.03433357 0.01240608 0.01449343
 0.02829341 0.01415415 0.0337118  0.03149232 0.03028076 0.00983999
 0.05901194 0.02601706 0.03563778 0.03288271 0.01217097 0.02299581
 0.02064794 0.01225042 0.05834636 0.02190667 0.05789618 0.01465942
 0.09994167 0.00444168 0.0061067  0.15746199 0.01280797 0.00876474
 0.00430834 0.00520443 0.00676808 0.00395642 0.0204718  0.03221446
 0.01034247 0.0292554  0.01412488 0.01501447 0.00721281 0.00592151
 0.03155162 0.00202404 0.16374055 0.06267726 0.07286233 0.10993891
 0.06812003 0.07812282 0.016567   0.01259502 0.02697119 0.13268367
 0.02376654 0.01176242 0.0244961  0.01058836 0.0436372  0.03306806
 0.03557541 0.02344356 0.02053049 0.02027398 0.08808116 0.01543049
 0.01124321 0.07203385 0.0171707  0.02521532 0.06401498 0.01416865
 0.03466686 0.0363756  0.04730509 0.00985482 0.02495781 0.01306293
 0.01859967 0.00292621 0.05169313 0.01208114 0.00365314 0.00319865
 0.015858   0.01415802 0.0069235  0.03714036 0.02561585 0.00645444
 0.0164289  0.00961189 0.00944084 0.00289403]",[3389]
2190,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.10982635 0.11994577 0.06297756 0.09775584
 0.14654225 0.10057392 0.13071475 0.01895744 0.02056722 0.15556175
 0.01514183 0.00304786 0.02368507 0.01735968 0.01233954 0.04169307
 0.02773062 0.01981739 0.03403377 0.0068086  0.05671119 0.01198425
 0.01260821 0.01670849 0.0062716  0.01138517 0.06259149 0.00344801
 0.00893718 0.04892324 0.01698696 0.01249918 0.01277651 0.02580409
 0.00596956 0.00861972 0.01764837 0.00972573 0.00928693 0.00492037
 0.01018436 0.03915247 0.00102494 0.00688452 0.00932922 0.02123572
 0.01355061 0.00624066 0.07329728 0.00358505]",[]
2192,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.18576636 0.14787042 0.07818074 0.10405605
 0.08080366 0.14499251 0.05896323 0.01893748 0.03230264 0.15681299
 0.01217069 0.00370549 0.0189557  0.01199735 0.02559935 0.0680529
 0.03881588 0.0150921  0.02266672 0.01487064 0.03304868 0.02216143
 0.01075639 0.01726524 0.01183025 0.01012411 0.054273   0.00954873
 0.0096058  0.01492414 0.02345562 0.01797703 0.01067501 0.05681067
 0.00977809 0.00870679 0.01885379 0.00799714 0.00877427 0.00679169
 0.02353695 0.01911983 0.00199873 0.01642501 0.00828173 0.01964383
 0.01687789 0.00430708 0.01192856 0.00483667]",[]
2194,"[0.20783233 0.06827986 0.09289982 0.14754774 0.05261811 0.10554342
 0.01448877 0.01400614 0.03868669 0.10938337 0.02182395 0.01110915
 0.01868881 0.00946961 0.05320597 0.03732079 0.06251908 0.02053741
 0.01566669 0.01945758 0.0815003  0.01863455 0.00892471 0.05205925
 0.02456455 0.02338444 0.07661308 0.01805658 0.02375785 0.03205685
 0.04445325 0.01321641 0.01931918 0.01856242 0.01876664 0.00313148
 0.02047642 0.00973163 0.00347378 0.00394005 0.01730451 0.00661586
 0.00762814 0.03564304 0.033336   0.00544916 0.02196737 0.0087691
 0.00546212 0.00328783 0.16243718 0.06678954 0.07542251 0.11207652
 0.06606038 0.08225249 0.01487686 0.01362284 0.02764371 0.12403515
 0.02586261 0.01137644 0.02837973 0.01161362 0.03995505 0.02930282
 0.03425875 0.02648574 0.01994192 0.01942799 0.09115874 0.01415614
 0.01266888 0.06882057 0.01551503 0.02348401 0.06502372 0.01683699
 0.03607183 0.04293313 0.04805951 0.01017714 0.0253992  0.0140425
 0.01692024 0.00252989 0.05152031 0.0133506  0.00374155 0.0029195
 0.01222115 0.01234085 0.00730158 0.03367918 0.01899214 0.00617083
 0.01580943 0.01042083 0.00831463 0.00267965]","[3389, 3089, 3396, 5296, 9839, 7258, 3548, 4076, 3293, 10908]"
2198,"[0.08960248 0.04014858 0.04634071 0.03937824 0.23935879 0.024609
 0.04433444 0.01074021 0.01590511 0.0278643  0.01058225 0.04457706
 0.02420072 0.00920649 0.01859789 0.00665767 0.01357397 0.00537265
 0.07063241 0.02892888 0.03261002 0.0167772  0.00786677 0.02936175
 0.02113658 0.06543903 0.01217143 0.01283574 0.0759694  0.0053251
 0.12414187 0.00363986 0.00382777 0.03369412 0.00841797 0.00648515
 0.04092137 0.01045973 0.00382168 0.00372994 0.00656401 0.03951994
 0.01172823 0.01698975 0.02739969 0.00309753 0.00397566 0.00316172
 0.01864653 0.00144178 0.18642699 0.08216083 0.08018196 0.11288608
 0.046359   0.1042816  0.01571793 0.01461986 0.03676194 0.21216999
 0.01816603 0.01373424 0.02292419 0.01109895 0.03486482 0.04271005
 0.04468769 0.02041069 0.01346673 0.02205488 0.07225008 0.01804881
 0.01163954 0.03969263 0.02989745 0.01341915 0.04811838 0.02122976
 0.0187629  0.03383115 0.02825796 0.01327195 0.0252048  0.01446727
 0.01534994 0.00303095 0.02400429 0.01069198 0.00479685 0.00388587
 0.01405053 0.00599064 0.00866451 0.02488973 0.01193939 0.01292583
 0.01646805 0.00731507 0.00479277 0.00338269]","[3124, 6720, 6720, 10047, 6720, 6720, 10047]"
